table_height,table_width,table_depth,leg_count,leg_thickness,has_apron,style_variant,label
0.701684739151836,0.5225096797004002,0.6375146591845596,3,0.0469768964262571,0,2,1
0.7573672595672217,0.9908298803735148,0.7952462562245198,3,0.0414898609719035,0,0,2
0.6279454084568493,0.5238823727154772,0.5994188253433242,4,0.0510220311020348,1,0,1
0.767344051921372,0.6436933847392011,0.7113071990767512,4,0.047773974990589,1,0,2
0.4010102138590813,0.5870447391501176,0.9237471831737298,4,0.080356413663719,1,2,0
0.4186543895692651,1.3300658348253438,0.5394000990392291,4,0.0814702332126497,1,2,0
0.4557587246411629,0.5625996339413668,0.8306316592838551,4,0.0892610760330378,0,0,1
0.5590694237715413,0.908069272131592,0.9170552133203752,3,0.0585090483558441,0,2,1
0.4968378021270123,1.3429891289412446,0.8240176926232967,3,0.0667069938514854,0,0,1
0.6042431165181137,0.7429530441058502,0.9626955898106088,3,0.0742307125494937,0,0,1
0.8019914267037446,1.2245412206940929,0.7005823935111645,3,0.0505491421793163,1,0,2
0.710491265912184,0.8560687109545978,0.9572737948702718,4,0.0471435795221031,0,0,1
0.7597439401503836,0.9850795607005614,0.8735069058261289,4,0.0848911441801238,1,1,2
0.4706264175365058,1.3977838458455991,0.7547631468382323,3,0.0777891078766868,0,0,1
0.6950953229366995,1.2128714279266677,0.711079983399842,3,0.059238365583725,1,2,1
0.4882777659899972,0.9979033065937588,0.9712154306899048,3,0.0740855184513287,1,2,1
0.5370965101670748,0.7641501157826835,0.5790788771723349,3,0.087690796376054,1,2,1
0.7690792094786356,0.9569135071438928,0.5532054113988525,4,0.0820834674086233,0,0,2
0.5556526189251314,0.645394132177838,0.9767498738267514,3,0.0699472292230114,1,0,1
0.4115272489264923,0.8266826904628402,0.992660689471906,4,0.0519726155169029,0,2,0
0.8708221949138968,0.5770881068610909,0.7429952316583068,3,0.0888992246838667,0,0,2
0.7128629525110521,1.3521638117344916,0.5825634794870638,4,0.0882181453003727,0,2,1
0.5214439602154922,1.395634420994805,0.8249390288197267,4,0.0849807042321472,1,0,1
