fridge_height,fridge_width,fridge_depth,door_thickness,handle_length,freezer_ratio,freezer_position,style_variant,label
1.8475987589205187,0.6100043020890668,0.6187573295922799,0.026696322144464685,0.37094136424920376,0.3853398974845823,0,2,0
1.6953452737796892,0.6119188877752281,0.6046594937009009,0.035160658643100876,0.15796079090515908,0.2897675301373297,1,0,1
1.7144463323986976,0.7112762832922651,0.7673250801982335,0.04276422101389302,0.19789779491306703,0.3345228796307005,1,0,1
1.5507196334753122,0.9053976516026095,0.5755525691299622,0.03139781901912012,0.2576938141453885,0.3187911444957942,1,0,1
1.9108122506856726,0.8144912365818803,0.7932789409948426,0.0313560313162506,0.3156121893819681,0.415880932850599,1,2,1
1.5346020131796618,0.6278220595294963,0.7153158296419275,0.04319205022366076,0.4455664561982273,0.4210635442030294,0,1,0
1.5945815221770645,0.8542737777057601,0.6412080447425211,0.03110542901350648,0.21285210923144632,0.3033955644098227,0,2,0
1.8444848017379423,0.8136559508118832,0.6112027312878566,0.03386780635553348,0.2309843480352834,0.43507823592424355,0,2,0
1.6269979140907251,0.9073254310369488,0.5639844868873211,0.04465407782020425,0.3915137402313643,0.3302329574044658,0,0,0
2.0391952869298815,0.8268720205914009,0.7294785676797441,0.02637879632162422,0.2997693778476832,0.4269366307773405,1,0,1
1.5854161165486367,0.6986510030775934,0.6903420335407877,0.02788224825568806,0.3253757970670622,0.4295645767204954,1,1,1
1.5535245314100983,0.9990150425980441,0.6773815734191162,0.02272728236521382,0.16413491262742036,0.27192982607013183,0,2,0
1.6955119767597788,0.6254110824607828,0.6454048216266343,0.0498836414072029,0.3087343035297411,0.4442156755227237,0,2,0
1.9045052735521364,0.87268414761063,0.6842425826021988,0.028004755698576286,0.34228853957394245,0.27231043471917526,1,0,1
1.7176065944304444,0.9815263710084321,0.7689632350945486,0.02790167152253272,0.3001758339150895,0.28573037610602625,0,2,0
1.608911354014043,0.855579797946402,0.7022425528595431,0.024585178056489045,0.3787532400225454,0.35787580602392516,0,2,0
1.6269092399032712,0.6077906969543329,0.7822746540661543,0.04636165633469553,0.39949965880835386,0.3115028250805323,0,0,0
2.0146067194428285,0.9787797781191976,0.5714133630169698,0.03457971389949842,0.1707637555405151,0.4021204330514463,0,0,0
1.8618255759231572,0.9787394718819964,0.5912817397435319,0.035830213622547624,0.3319781752447887,0.4428725812014911,0,2,0
1.6182014039106265,0.9980597426643578,0.7124695144098634,0.03314300251743513,0.3052727523106772,0.2742008391736531,0,0,0
1.6366598935032186,0.8353234873828933,0.6075286831491443,0.026606521533546784,0.17129792580270975,0.37622059145401976,0,0,0
2.0337940091042896,0.9438541601014986,0.5677143374721634,0.027140139031069856,0.3506933334888842,0.29284736147408774,0,2,0
2.0548599684064697,0.8284172373301137,0.6681677565779486,0.0435385827287226,0.3922490993299931,0.2880819828723755,0,2,0
1.7017358276844643,0.7694314492079684,0.6667561670091688,0.04187227548379552,0.35200936418799045,0.4468330422731932,0,0,0
1.681834897471588,0.7357210421579853,0.7654181340881978,0.02745969001760857,0.20706267253224345,0.33972270956662637,1,0,1
1.5949816012668583,0.6999225791528402,0.7808163998190032,0.03329392235160371,0.40840473142854916,0.3600650624899696,0,2,0
2.0994977278889086,0.9344110340319808,0.7922490643211879,0.04779100949024383,0.4046087203242916,0.2832622221207828,1,1,1
1.549623109439427,0.7604161170197811,0.5646588499930447,0.03136919356930749,0.4455926531339178,0.3030406116344304,1,1,1
1.696105240193114,0.9829270563438692,0.7988556723731786,0.036673049702168545,0.36552248258889786,0.28095936505481284,1,0,1
2.078096555478411,0.8316721163265025,0.6855488003435686,0.042439266811371924,0.16714958187224493,0.3668355188917942,0,0,0
2.072545232292115,0.6320445860962347,0.5964562402451808,0.037851053193500836,0.3525637660812271,0.2970407790001862,0,2,0
1.5723507434520374,0.8378076614133765,0.7048453775830258,0.032576747460076175,0.32510168678736745,0.3545565431063918,1,0,1
1.8688081823388805,0.7256735451182305,0.6164036281328384,0.023926348463823695,0.3436502366512949,0.3414449145140904,0,0,0
1.7207998658330101,0.9993817763417769,0.7990241119637737,0.02219782163298899,0.21394629368011214,0.3030400829500803,1,0,1
2.01548916973918,0.7478108354955536,0.589436708089308,0.04501234863919421,0.3610619775262113,0.37233555314519,0,2,0
1.9719728945808233,0.7197515008799912,0.7158471787415194,0.04816790011781312,0.19028733431801031,0.2730857340838204,0,2,0
1.7872565486193712,0.7089392849259265,0.701207456757556,0.04152836561416394,0.21107919369823588,0.376847591777016,1,2,1
1.7419722965045636,0.9621345964317293,0.7615259283237139,0.022768954031382002,0.27707273176911795,0.3053360447944503,0,1,0
1.939783456113739,0.8548453509205518,0.6154888156085871,0.04223692725043793,0.31550412633791736,0.33553738379613585,0,0,0
1.452670702051637,0.9532425573200571,0.7759821428899734,0.03636770867616567,0.40037850596580504,0.3665019132979588,0,1,0
1.4892118634974971,0.7233033399720534,0.7747453721856475,0.043883669146641255,0.4082107746002709,0.42978492730529494,0,2,0
1.574670817456047,0.6411174486687142,0.7450290604678607,0.04652404104353027,0.27191321694963505,0.3741323020301426,0,0,0
2.005223987353975,0.9904824131723852,0.7526929299850993,0.046442486139899736,0.1574359085694566,0.39731289435101647,1,1,1
1.9615645972559972,0.9456256113501118,0.7526873291435973,0.02800417128783416,0.38621235274064136,0.2716191252805914,0,1,0
1.555703602281965,0.9266346422387716,0.6650758086697356,0.029155726020158017,0.3886036497458586,0.2955190974815541,0,2,0
1.535190851829396,0.7313047804790827,0.7660882355075717,0.049006673121450836,0.23373749781656145,0.37829634772152554,1,2,1
2.086804781038782,0.8144862929914888,0.784809285081179,0.023460252555542828,0.44112018330666847,0.2857135632344927,1,0,1
1.4758817830502977,0.7738255034258578,0.7321362651631761,0.029410319425849738,0.331862655991843,0.3522846119338956,1,2,1
1.5330551421516072,0.6177546134852924,0.6590143788637431,0.03559761045699757,0.3919532609100312,0.38737142938290536,0,1,0
1.7019081797374909,0.9795497943885257,0.7801927140545101,0.038694662298392274,0.3490162428796633,0.27492506313287357,1,2,1
1.6164992635460573,0.7633571634476868,0.6506000967644312,0.028869656075778412,0.18818633971774595,0.33408926675458167,1,2,1
1.9236941921112232,0.6696109372839776,0.6922763137164524,0.032182255062744886,0.40011755079121725,0.31077498985367075,0,1,0
1.9500311792343061,0.842664628191905,0.6305623074341346,0.03325358050513859,0.35268816995703,0.3522347993749174,0,2,0
1.4593568757075852,0.8061808039660866,0.708235213941449,0.03005564766229403,0.3955270393609993,0.40022762750814644,1,0,1
1.964594026203386,0.658941584898309,0.5615534295231897,0.04951808068345555,0.33338219191820406,0.40369786780003936,1,1,1
2.020295836335687,0.8302683597637273,0.7295864788747473,0.03151935402178254,0.2698958588629613,0.27951426901825965,0,0,0
1.9448942847371276,0.6875364547249277,0.7510274640432858,0.04087735329224715,0.28936496537227563,0.3614811588066791,0,1,0
1.49333737388992,0.7858572949992947,0.6827829714638972,0.03676775871115602,0.2451893872396043,0.4010500027111559,1,2,1
1.970504555132179,0.9568081185364072,0.6566851892146639,0.047205641913683406,0.28377408362301015,0.2818315815085999,1,1,1
1.5814340839255134,0.6988958950038638,0.7094153591940391,0.042974410528914965,0.3063899438483947,0.37534968739635627,1,1,1
1.454238347705315,0.714291260345261,0.6179287767705461,0.02959128705256287,0.3120456667555369,0.27767481230323116,0,1,0
1.8857648686093367,0.8825676566778209,0.5660572126784695,0.0322279810899976,0.31278334215117465,0.3331548468206312,0,1,0
1.6726337688668589,0.9079183089258653,0.7865155083975252,0.020585958702131812,0.4141970018273471,0.36513806936201604,1,0,1
2.059919160203868,0.7194450609489533,0.6474966620159297,0.04674924625905536,0.4007186012395202,0.3576441135220463,0,1,0
1.5535951442350053,0.7743343904186546,0.5572562049866788,0.030083886310951474,0.3537425655085049,0.3308633338275274,0,1,0
2.043679134468283,0.9922887910075693,0.6835309073831262,0.04720786587760305,0.3275678326883733,0.38259995136723224,0,2,0
1.7000289387627663,0.946740542238052,0.5954322566283581,0.027804689417579142,0.2482058000825203,0.3409398650032964,1,1,1
1.5947796309471642,0.9804816479442247,0.6553912066896848,0.04504732744736364,0.2910920508639141,0.39980485221657014,0,1,0
1.5569555160038238,0.6274473481811077,0.7893214006940921,0.021207744126222998,0.15930899966421364,0.2994566607465754,0,2,0
1.5066676420493532,0.6504883899496825,0.7173647111549777,0.036919087457900575,0.2153893622719511,0.3898929942492302,1,0,1
1.824124884792218,0.9854938976404835,0.729589307149002,0.04333375658526298,0.19912974305015974,0.31220778391972,0,1,0
1.80305770988869,0.9632104604189778,0.6438267398563297,0.04824411795623929,0.20949893312751458,0.36841957224997046,0,0,0
1.8880351017470405,0.7206330741950668,0.7210647597916641,0.044165838909385,0.3888681649800636,0.36318651107346317,0,1,0
1.7729216717173502,0.8646085362749423,0.5672391841299101,0.03942629762170416,0.15379564504975593,0.33401174816836554,1,0,1
1.7034663809280939,0.7448752153980288,0.7728937537012759,0.03379218042805239,0.19589734472815798,0.2852273922172119,1,2,1
1.9657394531647292,0.8152691625793023,0.6708743759707991,0.033067234790116834,0.3693078642915367,0.30367910760984507,0,0,0
1.5952497744347292,0.7803208000775081,0.7376190704567516,0.03709548934034967,0.3504565411336481,0.3172793239782751,1,1,1
1.5272879000103843,0.6848479400718956,0.7494580892070242,0.03021016529492851,0.41409599392746765,0.3902367500664403,1,2,1
1.4071057801070739,0.9792250311108125,0.5714032404895053,0.04160223992312583,0.29657335405463625,0.4016329306964933,1,2,1
1.8982896845309059,0.7792698198346283,0.5543108148370932,0.02882706743961492,0.27132033860337845,0.29866103277535144,1,1,1
1.7874310685071748,0.7375029576584811,0.7991578659898331,0.03651165418270036,0.2555431582842505,0.3407490525706357,1,1,1
1.5613766289089555,0.8885137325304278,0.6288869860014967,0.042286431909173125,0.4352632681180305,0.3880327108281103,0,0,0
1.9170232574562656,0.7105998507874757,0.6973967264901978,0.04280623686119248,0.3290372221536906,0.44610212609250266,0,1,0
1.5592382144377883,0.6717766174741613,0.553537091814016,0.0360240526780299,0.2322933980349802,0.4448589862205476,1,2,1
2.0608627303570186,0.8551478620423709,0.7381980439478135,0.02307762940363282,0.1536796210126524,0.3068678654274299,1,1,1
1.6384941527922046,0.9861990572553179,0.6131195976232432,0.045851688938825394,0.18422614221747735,0.2630686870227865,1,0,1
1.8039148095295727,0.8745804073024066,0.5879317517377391,0.04433426228825143,0.43473769270740936,0.26703618167924603,0,0,0
1.79065112423234,0.7664696085641314,0.6990317113525064,0.0385525505749182,0.3827080619094652,0.3260756052293099,1,1,1
2.002116666078326,0.9960125041867192,0.6263450610798401,0.038630819632164456,0.33288927367353915,0.398017861096909,0,2,0
1.547717636713775,0.8641712548768146,0.5892642733452194,0.025214406449793034,0.17251946067035037,0.2505351445205771,1,2,1
1.8156678365836942,0.716503715612411,0.6078690586390065,0.041208674896371,0.3608962674281152,0.34080626528140867,0,1,0
1.9514796186527121,0.8500232028656887,0.715295760713342,0.0480100537533654,0.2775416898312635,0.3589124757421157,0,1,0
1.978641811755042,0.6285639347423256,0.5914806973051812,0.029228354378426975,0.37468731662088706,0.36384140986381847,1,1,1
1.4870475607222957,0.8754711964848374,0.7249334212439293,0.04828028722232122,0.30014165313537766,0.34875904386901685,0,2,0
1.427902548928529,0.772811465664309,0.630580395839575,0.02751103707236012,0.17739806598929556,0.44238222043856734,0,2,0
1.9749948716808685,0.8304987938410987,0.7407772510429265,0.025255721838139178,0.30568915229628124,0.3384458808840406,1,0,1
2.0978618324527947,0.7743539948308013,0.7535612361351509,0.049071657081971115,0.29100311848810556,0.3316696186860031,1,2,1
1.4732199192077902,0.6643299410635342,0.6529112724469485,0.034864070628930134,0.3487750610974287,0.33009045096273126,0,1,0
1.4616418549430519,0.7009595403768831,0.5789804003577395,0.04317643778119423,0.4094731752155637,0.4149854406537402,0,2,0
