fridge_height,fridge_width,fridge_depth,door_thickness,handle_length,freezer_ratio,freezer_position,style_variant
1.664354330739845,0.5509331857380241,-0.7609966915003721,0.226384944566865,0.6425931799958946,0.8445827002380528,-0.9913705655048328,1.2167289658319882
-1.070550535710341,0.4466372645096649,0.9313552686659884,0.3406860248474902,-1.1515220399130983,-0.6090764904755599,1.0087045498378022,1.2167289658319882
1.6914991321565065,1.1751943961212905,-1.6865054659157188,-0.6716074801488466,-0.5159046835541734,0.5156769750135783,-0.9913705655048328,1.2167289658319882
-0.3469358360156625,-0.2900829268598752,-0.987581466139592,0.3166795075767039,0.2651705402911393,-1.266531038324385,1.0087045498378022,1.2167289658319882
-1.3869354278650112,1.17746832187622,-0.4178951041951857,0.8836502111151928,1.7120643836538894,1.036581063958159,1.0087045498378022,-1.2359415515514922
-0.7957560074412049,-0.7065443043721946,-1.569329751823877,1.506905279711339,-0.9261375951401564,-0.5916274878755546,-0.9913705655048328,-1.2359415515514922
1.2643485061185904,-1.4631304238339486,-0.1591182491027588,-0.566946086454047,1.0151125811290342,1.1826944968522533,-0.9913705655048328,-1.2359415515514922
1.3044356017910586,0.3306122521539254,-0.9220059075783626,1.482731269455357,-0.6083431570019638,-0.8956052926455587,-0.9913705655048328,-0.0096062928597519
1.008645629687526,1.1454897656206309,-1.0765463427950128,0.5102739311947894,-0.0106386302331583,-0.8741858400980204,1.0087045498378022,1.2167289658319882
-1.1128962297952736,0.2642699086839972,-0.1410773150034005,0.9754909986710518,0.82820606534034,1.546627463359435,-0.9913705655048328,-0.0096062928597519
1.2022675371897131,1.4463458745936884,1.4789390706888677,0.1704419010869057,-1.5855251277243805,0.2741516102819498,1.0087045498378022,-0.0096062928597519
0.6918097684949657,0.4700430889486979,0.9448943877202954,-1.184688718734686,0.2021731048585213,1.2538002143843017,1.0087045498378022,1.2167289658319882
0.8538278501616295,0.2350503905474902,-1.6411358679925012,1.2100972426447565,-0.0903971623387008,0.7374340187712527,-0.9913705655048328,-1.2359415515514922
1.0541577429110018,0.324447387397028,-1.121059962746326,1.0915102133075285,1.2548126878963015,0.4948470966289532,-0.9913705655048328,1.2167289658319882
0.4719300527075563,-0.0121208028825571,1.139014617055366,-0.302794505100466,0.4229364630739637,1.1467610018750376,-0.9913705655048328,-0.0096062928597519
-0.5283031916054816,0.4612384546825818,1.680531061845438,0.3580304624092409,-1.6778216337088523,-0.9458689423456266,1.0087045498378022,1.2167289658319882
-1.285600110988733,-0.0451195887008719,1.3503969116398988,0.5643501090569671,-1.2907938853966192,-0.8519731190492681,-0.9913705655048328,-0.0096062928597519
0.6712229482696682,-0.0108327179728513,-1.2930254833676942,-0.6164797180232053,0.742616332730588,-1.7132281358924468,-0.9913705655048328,-0.0096062928597519
