table_height,table_width,table_depth,leg_count,leg_thickness,has_apron,style_variant
0.5391294878853438,1.2728737411154425,0.9853052261977352,-1.011398289664934,1.198534985537941,1.0038407088011914,1.2360994421559697
-0.202690451005841,0.372415534794105,-1.330387023721194,0.9887301671543166,-0.126791324172637,-0.9961739858052002,-1.2144528964978605
-0.1834945996504496,0.7139126151006884,-1.466659548071951,-1.011398289664934,-1.51852988226597,-0.9961739858052002,1.2360994421559697
0.4139546598322233,-1.1081376039620496,1.2841715583380884,0.9887301671543166,-1.5728941989249905,-0.9961739858052002,0.0108232728290544
-1.4582801834463528,-0.4914107095238623,1.3829093086308186,-1.011398289664934,0.9408160545702078,-0.9961739858052002,1.2360994421559697
-0.0110099732586291,0.895006369662615,-0.2521040932603018,-1.011398289664934,0.1033496803825609,-0.9961739858052002,-1.2144528964978605
0.1769826897860043,-0.0846374846130579,0.7591490136161166,0.9887301671543166,-0.0925128676227258,1.0038407088011914,1.2360994421559697
-1.299072900325029,-1.1974761915680814,1.5538662215484476,-1.011398289664934,0.7997750453096439,1.0038407088011914,1.2360994421559697
-1.2288467026165362,-0.9209864123976342,-0.4717454772726963,0.9887301671543166,-1.6230788211040386,-0.9961739858052002,-1.2144528964978605
-0.2436219271267311,-1.0647565082170816,-0.9517236957403415,-1.011398289664934,-0.298178125009186,-0.9961739858052002,0.0108232728290544
-0.8661441497448823,0.6410961360266975,0.0929940139728099,0.9887301671543166,1.643546102861315,-0.9961739858052002,0.0108232728290544
1.212136943174598,1.6917182472855516,0.8629648164700071,0.9887301671543166,0.9624908366195856,1.0038407088011914,1.2360994421559697
1.1178712318045336,-1.6583825819036606,-1.326534948416617,0.9887301671543166,0.1862517567120381,-0.9961739858052002,-1.2144528964978605
-0.345629831939385,0.0783663596970906,-0.7061632764778388,-1.011398289664934,1.413565688499519,1.0038407088011914,0.0108232728290544
1.6412820362940763,-0.7467407243943542,-1.3042493463672624,0.9887301671543166,0.7769703301718444,-0.9961739858052002,-1.2144528964978605
1.183775928025991,-0.9938966596451412,1.440104325496154,0.9887301671543166,-1.6862124715074027,-0.9961739858052002,1.2360994421559697
1.0949815026047862,1.6151753345227595,-1.7210743747519377,0.9887301671543166,-0.9383947308351472,1.0038407088011914,0.0108232728290544
1.2461792999849457,1.613369570980614,0.0708365833998688,0.9887301671543166,-0.4442664107979096,-0.9961739858052002,1.2360994421559697
-0.1649455550242335,1.663228598777327,0.2839679153854103,0.9887301671543166,-1.323899697670908,-0.9961739858052002,-1.2144528964978605
-0.9007190243774911,-0.2828139752224282,0.9109977008128778,0.9887301671543166,-0.4292840038549254,1.0038407088011914,0.0108232728290544
0.3222420399826661,1.0707864139892305,0.1974574795554515,-1.011398289664934,1.558352570223798,1.0038407088011914,1.2360994421559697
-1.1601053880760053,0.4691440836445399,-0.0496963332727123,0.9887301671543166,-1.499150956939299,-0.9961739858052002,1.2360994421559697
-1.325576589717522,0.2094168321585464,1.5774283349780327,-1.011398289664934,-0.8764065728602687,1.0038407088011914,-1.2144528964978605
1.413674735778738,0.4746382139845107,-1.0000363837416146,0.9887301671543166,-0.3142773692445368,1.0038407088011914,-1.2144528964978605
-1.3783652366384105,-1.4631022832013234,0.1861269477129969,0.9887301671543166,1.590267050472938,-0.9961739858052002,1.2360994421559697
0.2269312240617053,1.4116414119211935,1.065897283079865,0.9887301671543166,-1.3281658007797068,-0.9961739858052002,0.0108232728290544
-1.1384335336889932,-1.4056467735188505,-0.5227225654480716,-1.011398289664934,1.68078351501866,1.0038407088011914,1.2360994421559697
1.389360196501055,1.3700209931038083,1.6257180189689049,-1.011398289664934,1.5864368537836526,1.0038407088011914,1.2360994421559697
-0.6705069873855236,0.511478908297646,0.9948029160149584,-1.011398289664934,0.3057842065217192,-0.9961739858052002,-1.2144528964978605
-1.2008265960087086,0.9595781366319271,0.5606274989484518,0.9887301671543166,-0.9664463796319676,-0.9961739858052002,-1.2144528964978605
-0.6153058712008915,-0.5624038152272458,0.8174232721928165,0.9887301671543166,-1.008613317885844,-0.9961739858052002,1.2360994421559697
0.04788249471406,1.4462436630965534,-1.4767777579686596,-1.011398289664934,0.4732103429644962,1.0038407088011914,1.2360994421559697
1.3157516113382293,1.66544974154639,0.4840246517766368,0.9887301671543166,0.2249655353474972,1.0038407088011914,-1.2144528964978605
-1.7052699146742525,0.93799310602978,-1.0324205858388755,0.9887301671543166,0.4337087343155356,-0.9961739858052002,-1.2144528964978605
1.1367370117919615,-1.5770864467314836,1.708893985745262,0.9887301671543166,1.6626844391294209,-0.9961739858052002,1.2360994421559697
1.6091771692660295,1.409329057246811,0.0949501806064887,-1.011398289664934,-0.6138339869886728,1.0038407088011914,0.0108232728290544
0.830795949583429,-0.0530433845906352,0.7421847968473901,-1.011398289664934,-1.6435585951985563,1.0038407088011914,1.2360994421559697
-1.100259036466982,1.128991195446745,1.1188594758237331,-1.011398289664934,-1.5880794933998628,-0.9961739858052002,-1.2144528964978605
-1.0204861716705529,1.5426741483838389,-0.6035305511553226,0.9887301671543166,-0.1331969610953295,1.0038407088011914,1.2360994421559697
-1.3706646426037046,-1.0927697293741256,-0.9838384986844438,-1.011398289664934,-1.0073607283929302,1.0038407088011914,0.0108232728290544
-1.076698316511992,1.6863136293797254,1.2229855193543546,-1.011398289664934,-0.4787426640171019,1.0038407088011914,1.2360994421559697
-0.1157760040008957,-0.6147312829668394,0.1868775675590214,0.9887301671543166,-1.359062229652387,-0.9961739858052002,-1.2144528964978605
-0.4363673102930281,-1.1643945600548462,1.5624002665345489,-1.011398289664934,0.3348008767139091,1.0038407088011914,-1.2144528964978605
-1.326843679136007,0.5179004593214384,1.5010905143226885,0.9887301671543166,-1.6955012182050089,1.0038407088011914,0.0108232728290544
1.5258005901615097,0.8310398776907398,-0.4177091888714329,0.9887301671543166,0.7926600833638356,1.0038407088011914,0.0108232728290544
-1.0752988928253535,1.1381683233553137,0.6325174506065468,-1.011398289664934,1.118122490356235,-0.9961739858052002,1.2360994421559697
-0.86042140843127,1.0129761114678628,0.4447526921156031,0.9887301671543166,-0.0224082483170129,-0.9961739858052002,0.0108232728290544
-0.9901712000607628,-0.6756244831808305,1.3714126786342085,0.9887301671543166,1.0470024803314242,-0.9961739858052002,0.0108232728290544
-0.6118579924948809,-1.6720773793079209,0.5260424135804938,-1.011398289664934,-0.3888784924973297,1.0038407088011914,-1.2144528964978605
0.5760662750635395,0.2875614856996302,1.0984722882579694,-1.011398289664934,1.6775999901595444,1.0038407088011914,0.0108232728290544
1.7091483881847542,1.212169566284033,-0.5114000593167507,0.9887301671543166,0.9868111564887168,-0.9961739858052002,-1.2144528964978605
-1.191649105322379,-1.6691541985083165,-0.9105329698958574,-1.011398289664934,0.0931158005199228,1.0038407088011914,1.2360994421559697
1.4733948681516444,1.000997221335557,-1.1020707081409005,0.9887301671543166,-1.0756894202093623,1.0038407088011914,0.0108232728290544
